Country_1,Country_2,Cooperation_Count,Country_Pair,Total_Articles_Country_1,Total_Articles_Country_2,Int_ij,k_i,k_j,Sim_ij
Italy,Spain,21,"('Italy', 'Spain')",219,535,0.0037639226731532452,72,170,0.0005545358620652424
Croatia,Spain,3,"('Croatia', 'Spain')",6,535,0.002803738317757009,29,170,0.0007541283696575234
South Korea,Spain,6,"('South Korea', 'Spain')",165,535,0.0004078164825828377,26,170,0.00030375347328064214
Japan,Spain,4,"('Japan', 'Spain')",24,535,0.0012461059190031153,19,170,0.0006211210076892545
New Zealand,Spain,2,"('New Zealand', 'Spain')",146,535,5.120983228779926e-05,36,170,9.147469406819112e-05
Austria,Spain,2,"('Austria', 'Spain')",58,535,0.00012890750886239123,53,170,0.00011961253987838754
Argentina,Spain,2,"('Argentina', 'Spain')",12,535,0.0006230529595015577,9,170,0.0006381411728896403
Estonia,Spain,2,"('Estonia', 'Spain')",13,535,0.0005751258087706686,28,170,0.0003475985468061354
Nigeria,Spain,3,"('Nigeria', 'Spain')",16,535,0.0010514018691588785,20,170,0.00055608978040444
David,Spain,5,"('David', 'Spain')",29,535,0.0016113438607798904,17,170,0.000746698352305402
Irene,Spain,2,"('Irene', 'Spain')",2,535,0.003738317757009346,2,170,0.003315878801539356
Manuel,Spain,3,"('Manuel', 'Spain')",3,535,0.005607476635514018,3,170,0.0033158788015393557
Maria del Mar Garcia,Spain,4,"('Maria del Mar Garcia', 'Spain')",2,535,0.014953271028037384,3,170,0.00541480740845522
Angeles,Spain,1,"('Angeles', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Maria,Spain,6,"('Maria', 'Spain')",15,535,0.004485981308411215,9,170,0.001712312450187218
Paul,Spain,1,"('Paul', 'Spain')",6,535,0.00031152647975077883,4,170,0.0006768509260569025
Ladislao Luna,Spain,1,"('Ladislao Luna', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Egypt,Spain,3,"('Egypt', 'Spain')",21,535,0.0008010680907877169,38,170,0.00035214251151934387
Enrique,Spain,3,"('Enrique', 'Spain')",3,535,0.005607476635514018,6,170,0.0023446803861612007
Maria Dolores,Spain,1,"('Maria Dolores', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Pablo,Spain,14,"('Pablo', 'Spain')",11,535,0.03330501274426508,2,170,0.009897268301712033
Sergio,Spain,1,"('Sergio', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Adele,Spain,1,"('Adele', 'Spain')",1,535,0.001869158878504673,3,170,0.001914423518668921
Silvia,Spain,1,"('Silvia', 'Spain')",2,535,0.0009345794392523365,2,170,0.001657939400769678
Longinos,Spain,2,"('Longinos', 'Spain')",2,535,0.003738317757009346,3,170,0.00270740370422761
Salvador,Spain,2,"('Salvador', 'Spain')",2,535,0.003738317757009346,2,170,0.003315878801539356
Lebanon,Spain,1,"('Lebanon', 'Spain')",39,535,4.792715073088905e-05,22,170,0.00011320223577619699
Jennifer,Spain,3,"('Jennifer', 'Spain')",9,535,0.001869158878504673,7,170,0.0012532843837862906
Hungary,Spain,2,"('Hungary', 'Spain')",9,535,0.0008307372793354102,28,170,0.0004177614612620969
Josep Maria,Spain,1,"('Josep Maria', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Marc,Spain,1,"('Marc', 'Spain')",2,535,0.0009345794392523365,1,170,0.002344680386161201
Francesc,Spain,1,"('Francesc', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Jose,Spain,5,"('Jose', 'Spain')",7,535,0.006675567423230975,9,170,0.002088807306310484
Reyes,Spain,3,"('Reyes', 'Spain')",3,535,0.005607476635514018,2,170,0.0040611055563414145
Andres,Spain,3,"('Andres', 'Spain')",2,535,0.008411214953271028,2,170,0.004973818202309034
North Macedonia,Spain,2,"('North Macedonia', 'Spain')",6,535,0.0012461059190031153,17,170,0.0006566418496305265
Pakistan,Spain,3,"('Pakistan', 'Spain')",47,535,0.0003579240405647246,19,170,0.0003328849597979264
Daniel,Spain,2,"('Daniel', 'Spain')",9,535,0.0008307372793354102,11,170,0.0006665167172726897
Isabel,Spain,2,"('Isabel', 'Spain')",2,535,0.003738317757009346,4,170,0.002344680386161201
Elena,Spain,1,"('Elena', 'Spain')",2,535,0.0009345794392523365,4,170,0.0011723401930806006
Eva,Spain,3,"('Eva', 'Spain')",5,535,0.0033644859813084112,6,170,0.0018161816175563013
Scott John,Spain,1,"('Scott John', 'Spain')",2,535,0.0009345794392523365,2,170,0.001657939400769678
Claude,Spain,2,"('Claude', 'Spain')",4,535,0.001869158878504673,4,170,0.001657939400769678
Peru,Spain,2,"('Peru', 'Spain')",7,535,0.001068090787716956,3,170,0.0014471681527003382
Jacob,Spain,1,"('Jacob', 'Spain')",2,535,0.0009345794392523365,3,170,0.001353701852113805
Rafael,Spain,7,"('Rafael', 'Spain')",5,535,0.018317757009345795,1,170,0.010380342567549548
Luis,Spain,3,"('Luis', 'Spain')",2,535,0.008411214953271028,1,170,0.0070340411584836025
Colombia,Spain,5,"('Colombia', 'Spain')",17,535,0.002748763056624519,35,170,0.000679688887879331
Jeroimo,Spain,1,"('Jeroimo', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Armenio,Spain,4,"('Armenio', 'Spain')",6,535,0.004984423676012461,6,170,0.0022105858676929042
Juana,Spain,1,"('Juana', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Jose-Manuel,Spain,1,"('Jose-Manuel', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Felix,Spain,4,"('Felix', 'Spain')",5,535,0.005981308411214953,11,170,0.001788452025554091
Jose-Luis,Spain,2,"('Jose-Luis', 'Spain')",2,535,0.003738317757009346,2,170,0.003315878801539356
Roberto,Spain,2,"('Roberto', 'Spain')",3,535,0.0024922118380062306,2,170,0.00270740370422761
Gregorio,Spain,1,"('Gregorio', 'Spain')",1,535,0.001869158878504673,3,170,0.001914423518668921
Miriam,Spain,1,"('Miriam', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Pedro,Spain,1,"('Pedro', 'Spain')",2,535,0.0009345794392523365,2,170,0.001657939400769678
Leire,Spain,3,"('Leire', 'Spain')",1,535,0.016822429906542057,2,170,0.0070340411584836025
Carmen,Spain,3,"('Carmen', 'Spain')",2,535,0.008411214953271028,2,170,0.004973818202309034
Francisco,Spain,3,"('Francisco', 'Spain')",3,535,0.005607476635514018,2,170,0.0040611055563414145
Juan,Spain,7,"('Juan', 'Spain')",8,535,0.011448598130841122,6,170,0.0033502411576706113
Slovenia,Spain,5,"('Slovenia', 'Spain')",31,535,0.0015073861923424782,16,170,0.0007444367670433206
Lithuania,Spain,2,"('Lithuania', 'Spain')",10,535,0.0007476635514018691,20,170,0.00046893607723224017
Paulina Man Kei,Spain,1,"('Paulina Man Kei', 'Spain')",1,535,0.001869158878504673,9,170,0.0011052929338464521
Jenny,Spain,1,"('Jenny', 'Spain')",3,535,0.0006230529595015577,3,170,0.0011052929338464521
Javier,Spain,5,"('Javier', 'Spain')",5,535,0.009345794392523364,5,170,0.0033158788015393557
Natalia,Spain,2,"('Natalia', 'Spain')",3,535,0.0024922118380062306,2,170,0.00270740370422761
Andrea,Spain,6,"('Andrea', 'Spain')",11,535,0.006117247238742566,10,170,0.0018969398326441713
Fernando,Spain,1,"('Fernando', 'Spain')",2,535,0.0009345794392523365,3,170,0.001353701852113805
Ricardo,Spain,12,"('Ricardo', 'Spain')",6,535,0.044859813084112146,3,170,0.009378721544644803
Ruth,Spain,4,"('Ruth', 'Spain')",2,535,0.014953271028037384,1,170,0.009378721544644805
Barbara,Spain,2,"('Barbara', 'Spain')",6,535,0.0012461059190031153,11,170,0.0008163129311764846
Eleni,Spain,1,"('Eleni', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Mireia,Spain,1,"('Mireia', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Oriol,Spain,4,"('Oriol', 'Spain')",2,535,0.014953271028037384,2,170,0.006631757603078712
Philipp,Spain,6,"('Philipp', 'Spain')",4,535,0.016822429906542057,4,170,0.004973818202309034
Friederike,Spain,1,"('Friederike', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Amelia,Spain,3,"('Amelia', 'Spain')",1,535,0.016822429906542057,1,170,0.009947636404618068
Mette,Spain,1,"('Mette', 'Spain')",2,535,0.0009345794392523365,2,170,0.001657939400769678
Alina S. Hernandez,Spain,5,"('Alina S. Hernandez', 'Spain')",4,535,0.011682242990654205,7,170,0.0031332109594657265
Miguel,Spain,4,"('Miguel', 'Spain')",4,535,0.007476635514018692,3,170,0.003828847037337842
Patrick,Spain,1,"('Patrick', 'Spain')",4,535,0.00046728971962616824,5,170,0.0007414530405392535
Belen,Spain,1,"('Belen', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Fidel,Spain,1,"('Fidel', 'Spain')",1,535,0.001869158878504673,21,170,0.0007235840763501691
Jordi,Spain,3,"('Jordi', 'Spain')",2,535,0.008411214953271028,3,170,0.0040611055563414145
Jose Atilano,Spain,1,"('Jose Atilano', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Celia,Spain,1,"('Celia', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Jingqiu,Spain,2,"('Jingqiu', 'Spain')",4,535,0.001869158878504673,23,170,0.0006914085253872541
Gustavo,Spain,1,"('Gustavo', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Oscar,Spain,1,"('Oscar', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Patricia,Spain,1,"('Patricia', 'Spain')",3,535,0.0006230529595015577,2,170,0.001353701852113805
Romania,Spain,3,"('Romania', 'Spain')",8,535,0.002102803738317757,13,170,0.0009754460027167981
Eduardo,Spain,1,"('Eduardo', 'Spain')",2,535,0.0009345794392523365,4,170,0.0011723401930806006
Roger,Spain,1,"('Roger', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
M. Carmen,Spain,1,"('M. Carmen', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Manuel Carlos,Spain,1,"('Manuel Carlos', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Antonio,Spain,1,"('Antonio', 'Spain')",1,535,0.001869158878504673,3,170,0.001914423518668921
Amalia,Spain,2,"('Amalia', 'Spain')",1,535,0.007476635514018692,3,170,0.003828847037337842
Emilia,Spain,2,"('Emilia', 'Spain')",2,535,0.003738317757009346,4,170,0.002344680386161201
Isabel-Maria,Spain,2,"('Isabel-Maria', 'Spain')",1,535,0.007476635514018692,1,170,0.006631757603078712
Diego,Spain,2,"('Diego', 'Spain')",1,535,0.007476635514018692,1,170,0.006631757603078712
Chad,Spain,1,"('Chad', 'Spain')",1,535,0.001869158878504673,4,170,0.001657939400769678
Begona,Spain,2,"('Begona', 'Spain')",2,535,0.003738317757009346,2,170,0.003315878801539356
Lucas,Spain,6,"('Lucas', 'Spain')",3,535,0.022429906542056073,2,170,0.008122211112682829
Carlos,Spain,4,"('Carlos', 'Spain')",3,535,0.009968847352024923,3,170,0.0044211717353858085
Jukka,Spain,1,"('Jukka', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Guillermina,Spain,2,"('Guillermina', 'Spain')",1,535,0.007476635514018692,1,170,0.006631757603078712
Dolors,Spain,1,"('Dolors', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Cristina,Spain,2,"('Cristina', 'Spain')",3,535,0.0024922118380062306,3,170,0.0022105858676929042
Lorea,Spain,1,"('Lorea', 'Spain')",2,535,0.0009345794392523365,1,170,0.002344680386161201
Robert Allen,Spain,1,"('Robert Allen', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Joaquin,Spain,1,"('Joaquin', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Nataia,Spain,2,"('Nataia', 'Spain')",1,535,0.007476635514018692,1,170,0.006631757603078712
Alina Beattrice,Spain,1,"('Alina Beattrice', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Alejandro,Spain,1,"('Alejandro', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Laura,Spain,2,"('Laura', 'Spain')",6,535,0.0012461059190031153,4,170,0.001353701852113805
Nuria,Spain,1,"('Nuria', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Pilar,Spain,1,"('Pilar', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Nieves,Spain,1,"('Nieves', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Brigitte,Spain,2,"('Brigitte', 'Spain')",3,535,0.0024922118380062306,32,170,0.0006768509260569025
Abdulgawi Salim,Spain,2,"('Abdulgawi Salim', 'Spain')",2,535,0.003738317757009346,33,170,0.0008163129311764846
Malta,Spain,2,"('Malta', 'Spain')",2,535,0.003738317757009346,20,170,0.0010485729457933805
Luigina,Spain,2,"('Luigina', 'Spain')",2,535,0.003738317757009346,22,170,0.0009997750759090348
Jian,Spain,2,"('Jian', 'Spain')",4,535,0.001869158878504673,26,170,0.0006502973351445321
Marko,Spain,2,"('Marko', 'Spain')",2,535,0.003738317757009346,19,170,0.001075813142966168
Ana,Spain,1,"('Ana', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Almudena,Spain,1,"('Almudena', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Nitika,Spain,1,"('Nitika', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Jorge,Spain,2,"('Jorge', 'Spain')",2,535,0.003738317757009346,3,170,0.00270740370422761
Mahmoud,Spain,1,"('Mahmoud', 'Spain')",1,535,0.001869158878504673,3,170,0.001914423518668921
Don,Spain,1,"('Don', 'Spain')",3,535,0.0006230529595015577,3,170,0.0011052929338464521
Olivier,Spain,2,"('Olivier', 'Spain')",5,535,0.0014953271028037382,1,170,0.002965812162157014
Rahul,Spain,1,"('Rahul', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Emilio,Spain,1,"('Emilio', 'Spain')",1,535,0.001869158878504673,3,170,0.001914423518668921
Ignacio,Spain,1,"('Ignacio', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Marie-Christine,Spain,1,"('Marie-Christine', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Angel,Spain,1,"('Angel', 'Spain')",1,535,0.001869158878504673,2,170,0.002344680386161201
Maria del Mar,Spain,1,"('Maria del Mar', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Paula,Spain,1,"('Paula', 'Spain')",2,535,0.0009345794392523365,2,170,0.001657939400769678
Armenia,Spain,1,"('Armenia', 'Spain')",1,535,0.001869158878504673,4,170,0.001657939400769678
Jose Luis,Spain,1,"('Jose Luis', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Shike,Spain,2,"('Shike', 'Spain')",1,535,0.007476635514018692,1,170,0.006631757603078712
Roscoe Conan,Spain,1,"('Roscoe Conan', 'Spain')",1,535,0.001869158878504673,1,170,0.003315878801539356
Denmark,Slovenia,7,"('Denmark', 'Slovenia')",127,31,0.012446024892049785,60,55,0.0019420408581079186
Australia,Slovenia,8,"('Australia', 'Slovenia')",853,31,0.002420300268502061,255,55,0.0004154159711983961
Peoples R China,Slovenia,14,"('Peoples R China', 'Slovenia')",994,31,0.006360745115856429,129,55,0.0009468426160216111
Israel,Slovenia,2,"('Israel', 'Slovenia')",57,31,0.0022637238256932655,31,55,0.0011522574618856342
Canada,Slovenia,9,"('Canada', 'Slovenia')",1030,31,0.0025367992483557784,210,55,0.00046865370857269637
Brazil,Slovenia,6,"('Brazil', 'Slovenia')",71,31,0.01635620172648796,65,55,0.0021389626743107356
Oman,Slovenia,2,"('Oman', 'Slovenia')",5,31,0.025806451612903226,18,55,0.005105597207116557
Belgium,Slovenia,2,"('Belgium', 'Slovenia')",208,31,0.0006203473945409429,88,55,0.00035800970557419077
Ireland,Slovenia,2,"('Ireland', 'Slovenia')",73,31,0.0017675651789659744,23,55,0.0011820679872390234
Netherlands,Slovenia,5,"('Netherlands', 'Slovenia')",475,31,0.001697792869269949,51,55,0.0007779934126876429
Russia,Slovenia,2,"('Russia', 'Slovenia')",20,31,0.0064516129032258064,15,55,0.002796450759873114
Mexico,Slovenia,6,"('Mexico', 'Slovenia')",46,31,0.025245441795231416,29,55,0.003978424712684966
Germany,Slovenia,1,"('Germany', 'Slovenia')",428,31,7.536930961712391e-05,115,55,0.00010916087386126028
Finland,Slovenia,1,"('Finland', 'Slovenia')",163,31,0.00019790223629527012,76,55,0.00021758913715193585
Bosnia & Herceg,Slovenia,1,"('Bosnia & Herceg', 'Slovenia')",3,31,0.010752688172043012,6,55,0.005708231210422848
Portugal,Slovenia,7,"('Portugal', 'Slovenia')",114,31,0.013865308432371251,23,55,0.003310697528974328
Malaysia,Slovenia,4,"('Malaysia', 'Slovenia')",46,31,0.011220196353436185,41,55,0.002230627003959223
Singapore,Slovenia,6,"('Singapore', 'Slovenia')",85,31,0.01366223908918406,22,55,0.0033602242016383494
France,Slovenia,11,"('France', 'Slovenia')",593,31,0.00658216830767557,150,55,0.0008932181048033867
Italy,Slovenia,4,"('Italy', 'Slovenia')",219,31,0.0023567535719546326,72,55,0.0007714530386858519
Croatia,Slovenia,3,"('Croatia', 'Slovenia')",6,31,0.04838709677419355,29,55,0.005507879609201988
Japan,Slovenia,1,"('Japan', 'Slovenia')",24,31,0.0013440860215053765,19,55,0.0011341105409720434
New Zealand,Slovenia,2,"('New Zealand', 'Slovenia')",146,31,0.0008837825894829872,36,55,0.000668097929328647
Austria,Slovenia,3,"('Austria', 'Slovenia')",58,31,0.005005561735261402,53,55,0.0013104097974066804
Estonia,Slovenia,2,"('Estonia', 'Slovenia')",13,31,0.009925558312655087,28,55,0.002538733490441704
Nigeria,Slovenia,3,"('Nigeria', 'Slovenia')",16,31,0.018145161290322582,20,55,0.004061477708054118
Egypt,Slovenia,2,"('Egypt', 'Slovenia')",21,31,0.006144393241167435,38,55,0.001714613971810832
Hungary,Slovenia,3,"('Hungary', 'Slovenia')",9,31,0.03225806451612903,28,55,0.004576766887262615
North Macedonia,Slovenia,2,"('North Macedonia', 'Slovenia')",6,31,0.021505376344086023,17,55,0.0047958734873893285
Pakistan,Slovenia,2,"('Pakistan', 'Slovenia')",47,31,0.002745367192862045,19,55,0.0016208471979500213
Colombia,Slovenia,2,"('Colombia', 'Slovenia')",17,31,0.007590132827324478,35,55,0.00198568027236629
Jernej,Slovenia,1,"('Jernej', 'Slovenia')",1,31,0.03225806451612903,2,55,0.017124693631268544
Mojca,Slovenia,1,"('Mojca', 'Slovenia')",1,31,0.03225806451612903,1,55,0.02421797398482414
Slovenia,Slovenia,3,"('Slovenia', 'Slovenia')",31,31,0.009365244536940686,16,55,0.0032622573990156874
Lithuania,Slovenia,2,"('Lithuania', 'Slovenia')",10,31,0.012903225806451613,20,55,0.0034249387262537084
Paulina Man Kei,Slovenia,1,"('Paulina Man Kei', 'Slovenia')",1,31,0.03225806451612903,9,55,0.00807265799494138
Barbara,Slovenia,1,"('Barbara', 'Slovenia')",6,31,0.005376344086021506,11,55,0.0029810265262906954
Fidel,Slovenia,1,"('Fidel', 'Slovenia')",1,31,0.03225806451612903,21,55,0.0052847951887584725
Jingqiu,Slovenia,2,"('Jingqiu', 'Slovenia')",4,31,0.03225806451612903,23,55,0.0050497966550950854
Romania,Slovenia,2,"('Romania', 'Slovenia')",8,31,0.016129032258064516,13,55,0.004749535458780796
Mateja Kos,Slovenia,1,"('Mateja Kos', 'Slovenia')",1,31,0.03225806451612903,2,55,0.017124693631268544
Ehsan,Slovenia,1,"('Ehsan', 'Slovenia')",1,31,0.03225806451612903,3,55,0.01398225379936557
Polona,Slovenia,1,"('Polona', 'Slovenia')",1,31,0.03225806451612903,2,55,0.017124693631268544
Brigitte,Slovenia,2,"('Brigitte', 'Slovenia')",3,31,0.043010752688172046,32,55,0.004943473238901382
Abdulgawi Salim,Slovenia,2,"('Abdulgawi Salim', 'Slovenia')",2,31,0.06451612903225806,33,55,0.00596205305258139
Malta,Slovenia,2,"('Malta', 'Slovenia')",2,31,0.06451612903225806,20,55,0.0076583958106748356
Luigina,Slovenia,2,"('Luigina', 'Slovenia')",2,31,0.06451612903225806,22,55,0.007301993899113626
Jian,Slovenia,2,"('Jian', 'Slovenia')",4,31,0.03225806451612903,26,55,0.004749535458780796
Marko,Slovenia,2,"('Marko', 'Slovenia')",2,31,0.06451612903225806,19,55,0.007857348313452016
Mollie,Slovenia,1,"('Mollie', 'Slovenia')",1,31,0.03225806451612903,3,55,0.01398225379936557
Sareh,Slovenia,1,"('Sareh', 'Slovenia')",1,31,0.03225806451612903,2,55,0.017124693631268544
Katarina Katja,Slovenia,1,"('Katarina Katja', 'Slovenia')",1,31,0.03225806451612903,1,55,0.02421797398482414
Maja,Slovenia,1,"('Maja', 'Slovenia')",1,31,0.03225806451612903,1,55,0.02421797398482414
Matej,Slovenia,2,"('Matej', 'Slovenia')",1,31,0.12903225806451613,1,55,0.04843594796964828
Natasa,Slovenia,1,"('Natasa', 'Slovenia')",1,31,0.03225806451612903,2,55,0.017124693631268544
Denmark,France,13,"('Denmark', 'France')",127,593,0.002244028096825165,60,69,0.0007362307873078873
Australia,France,19,"('Australia', 'France')",853,593,0.0007136799194984866,255,69,0.0002013989041299362
Canada,France,66,"('Canada', 'France')",1030,593,0.007131747409093142,210,69,0.0007015583270148004
Brazil,France,9,"('Brazil', 'France')",71,593,0.0019238534071206327,65,69,0.0006549449000492145
Belgium,France,40,"('Belgium', 'France')",208,593,0.012971851083149565,88,69,0.0014616220822054652
Finland,France,10,"('Finland', 'France')",163,593,0.001034564810312542,76,69,0.00044416824845464514
France,France,242,"('France', 'France')",593,593,0.16654106793990597,150,69,0.004011349453567747
Croatia,France,2,"('Croatia', 'France')",6,593,0.0011242270938729624,29,69,0.0007495549550374346
Austria,France,5,"('Austria', 'France')",58,593,0.0007268709658661395,53,69,0.0004458268092564973
Argentina,France,5,"('Argentina', 'France')",12,593,0.0035132096683530073,9,69,0.0023785168616421355
Estonia,France,4,"('Estonia', 'France')",13,593,0.0020754961733039303,28,69,0.0010364716019396253
David,France,3,"('David', 'France')",29,593,0.0005233470954236204,17,69,0.0006679529973506766
Egypt,France,3,"('Egypt', 'France')",21,593,0.0007227174174897615,38,69,0.0005250104127004006
Enrique,France,1,"('Enrique', 'France')",3,593,0.0005621135469364812,6,69,0.0011652305311258494
Adam,France,1,"('Adam', 'France')",1,593,0.0016863406408094434,3,69,0.0028542202339705623
Claudia,France,2,"('Claudia', 'France')",5,593,0.0013490725126475548,6,69,0.0018051673766171351
Dima,France,2,"('Dima', 'France')",3,593,0.0022484541877459247,3,69,0.003295769640818762
Daniel,France,1,"('Daniel', 'France')",9,593,0.00018737118231216038,11,69,0.000496855967910919
Ariane Berthoin,France,1,"('Ariane Berthoin', 'France')",1,593,0.0016863406408094434,2,69,0.003495691593377548
Colombia,France,7,"('Colombia', 'France')",17,593,0.004860628905862514,35,69,0.001418690514789841
Cedric,France,2,"('Cedric', 'France')",2,593,0.003372681281618887,3,69,0.004036476964880878
Caroline,France,1,"('Caroline', 'France')",5,593,0.0003372681281618887,6,69,0.0009025836883085676
Felix,France,1,"('Felix', 'France')",5,593,0.0003372681281618887,11,69,0.0006666022315651614
Cameroon,France,1,"('Cameroon', 'France')",5,593,0.0003372681281618887,7,69,0.0008356301203629156
Florence,France,3,"('Florence', 'France')",1,593,0.01517706576728499,1,69,0.014830963383684429
Amal,France,1,"('Amal', 'France')",3,593,0.0005621135469364812,4,69,0.0014271101169852814
Cyrlene,France,1,"('Cyrlene', 'France')",1,593,0.0016863406408094434,1,69,0.004943654461228143
Carine,France,1,"('Carine', 'France')",1,593,0.0016863406408094434,1,69,0.004943654461228143
Chieh-Peng,France,1,"('Chieh-Peng', 'France')",1,593,0.0016863406408094434,3,69,0.0028542202339705623
E. Guenter,France,1,"('E. Guenter', 'France')",1,593,0.0016863406408094434,2,69,0.003495691593377548
Eliane,France,2,"('Eliane', 'France')",1,593,0.006745362563237774,1,69,0.009887308922456286
Bjoern,France,1,"('Bjoern', 'France')",2,593,0.0008431703204047217,4,69,0.001747845796688774
Antoinette,France,1,"('Antoinette', 'France')",2,593,0.0008431703204047217,8,69,0.0012359136153070357
Edina,France,1,"('Edina', 'France')",1,593,0.0016863406408094434,2,69,0.003495691593377548
Fidel,France,1,"('Fidel', 'France')",1,593,0.0016863406408094434,21,69,0.0010787938465849569
Arthur,France,2,"('Arthur', 'France')",2,593,0.003372681281618887,3,69,0.004036476964880878
Angelica,France,1,"('Angelica', 'France')",1,593,0.0016863406408094434,3,69,0.0028542202339705623
Elisabeth,France,2,"('Elisabeth', 'France')",1,593,0.006745362563237774,1,69,0.009887308922456286
Adrian,France,1,"('Adrian', 'France')",3,593,0.0005621135469364812,7,69,0.001078793846584957
Christophe,France,1,"('Christophe', 'France')",1,593,0.0016863406408094434,1,69,0.004943654461228143
Christof,France,1,"('Christof', 'France')",2,593,0.0008431703204047217,2,69,0.0024718272306140715
Florian,France,1,"('Florian', 'France')",2,593,0.0008431703204047217,2,69,0.0024718272306140715
Daniela,France,1,"('Daniela', 'France')",1,593,0.0016863406408094434,3,69,0.0028542202339705623
Byungjin,France,1,"('Byungjin', 'France')",1,593,0.0016863406408094434,4,69,0.0024718272306140715
Benedicte,France,4,"('Benedicte', 'France')",1,593,0.026981450252951095,1,69,0.019774617844912572
Anastasia,France,2,"('Anastasia', 'France')",3,593,0.0022484541877459247,4,69,0.0028542202339705627
Aurelien,France,1,"('Aurelien', 'France')",1,593,0.0016863406408094434,2,69,0.003495691593377548
Brigitte,France,3,"('Brigitte', 'France')",3,593,0.00505902192242833,32,69,0.0015136788618303294
Abdulgawi Salim,France,2,"('Abdulgawi Salim', 'France')",2,593,0.003372681281618887,33,69,0.0012170435970384039
Breeda,France,1,"('Breeda', 'France')",1,593,0.0016863406408094434,1,69,0.004943654461228143
Carolina Serrano,France,1,"('Carolina Serrano', 'France')",1,593,0.0016863406408094434,3,69,0.0028542202339705623
Emmanuelle,France,1,"('Emmanuelle', 'France')",1,593,0.0016863406408094434,2,69,0.003495691593377548
Elisa,France,3,"('Elisa', 'France')",1,593,0.01517706576728499,1,69,0.014830963383684429
Carole,France,3,"('Carole', 'France')",1,593,0.01517706576728499,1,69,0.014830963383684429
Avi,France,1,"('Avi', 'France')",1,593,0.0016863406408094434,3,69,0.0028542202339705623
Andreas,France,1,"('Andreas', 'France')",7,593,0.0002409058058299205,16,69,0.00046713143829445257
Charbel Jose Chiappetta,France,6,"('Charbel Jose Chiappetta', 'France')",4,593,0.01517706576728499,4,69,0.007415481691842214
Clement,France,1,"('Clement', 'France')",1,593,0.0016863406408094434,1,69,0.004943654461228143
Armand,France,1,"('Armand', 'France')",1,593,0.0016863406408094434,2,69,0.003495691593377548
Blanche,France,1,"('Blanche', 'France')",1,593,0.0016863406408094434,1,69,0.004943654461228143
Bernard,France,1,"('Bernard', 'France')",1,593,0.0016863406408094434,2,69,0.003495691593377548
Berangere,France,2,"('Berangere', 'France')",1,593,0.006745362563237774,2,69,0.006991383186755096
Evelyne,France,2,"('Evelyne', 'France')",1,593,0.006745362563237774,1,69,0.009887308922456286
Arsalan Mujahid,France,2,"('Arsalan Mujahid', 'France')",1,593,0.006745362563237774,4,69,0.004943654461228143
Fotios,France,2,"('Fotios', 'France')",1,593,0.006745362563237774,2,69,0.006991383186755096
Dana,France,1,"('Dana', 'France')",1,593,0.0016863406408094434,2,69,0.003495691593377548
Armenia,France,1,"('Armenia', 'France')",1,593,0.0016863406408094434,4,69,0.0024718272306140715
